y,x1,x2,x3,x4,x5,x6,x7
0,4.138466,17.907417,Tue,1.313573,,,nissan
0,2.206708,18.929235,Mon,3.04186,85.847692,,subaru
0,8.017586,20.791624,Wednesday,-0.308332,96.196066,,
0,0.521995,22.105157,Mon,-0.725334,96.865807,,mercedes
0,3.378386,22.271427,Wednesday,-0.123495,118.564161,Oklahoma,
0,1.582632,18.756287,Fri,0.970114,,California,nissan
0,1.396636,17.735446,Wednesday,,95.103891,Florida,chevrolet
1,0.961777,22.406382,Tue,-1.202532,124.58223,New York,
0,4.018587,19.385453,Mon,1.379316,114.932928,Illinois,chevrolet
0,2.121316,18.564851,Monday,0.403245,111.555707,,
0,2.735026,22.605355,Sunday,0.017367,82.376765,Michigan,
0,2.079593,19.855924,Thur,2.435711,121.011227,North Carolina,subaru
0,2.912663,19.700242,Wednesday,-1.060833,,Kentucky,subaru
0,-0.198476,20.589716,Wednesday,0.522616,122.354882,Connecticut,chevrolet
0,2.424663,23.500268,Thursday,-1.942056,,Alaska,subaru
0,4.929335,16.772423,Mon,-2.993888,88.68059,South Carolina,
0,2.170571,18.798312,Mon,,100.765516,Arizona,ford
0,2.947889,17.8599,Tue,1.979113,100.318017,Nevada,
0,3.638472,21.962085,Sunday,-1.015654,93.377314,Rhode Island,ford
0,0.809823,17.639857,Friday,-0.29956,,Massachusetts,nissan
0,1.973984,20.329699,Monday,1.008711,97.092607,New Jersey,ford
0,1.566573,19.660099,Wednesday,-1.356878,75.865794,Kentucky,nissan
0,3.290631,19.530731,Sat,,102.248469,Virginia,chevrolet
0,-0.869904,20.179368,Tuesday,,86.510405,California,ford
0,3.429627,20.785606,Mon,,99.717506,Texas,mercedes
0,3.12304,15.907001,Tuesday,0.331058,110.036706,Florida,mercedes
0,4.810844,20.50025,Saturday,-2.065364,86.313113,,chevrolet
0,2.424166,20.401514,Wednesday,0.733661,103.508027,Utah,toyota
0,4.963096,18.194272,Friday,-0.776832,79.380249,Alabama,chevrolet
1,1.692717,21.062322,Sun,,83.981658,Ohio,nissan
1,3.936493,21.186456,Friday,0.401972,102.065235,Ohio,ford
0,2.739307,20.520257,Wednesday,-1.346883,99.363258,Maryland,toyota
1,3.923415,17.185717,Fri,1.098802,88.469099,Mississippi,subaru
0,0.9594,23.058479,Monday,0.791944,88.331265,West Virginia,ford
0,1.197711,21.068107,Tuesday,-2.534636,90.814276,Missouri,chevrolet
0,6.54529,21.90889,Sun,0.966239,,Florida,subaru
0,3.507543,22.705371,Wednesday,0.214631,76.875307,Texas,chevrolet
0,0.842483,21.208272,Sunday,-0.808165,94.23629,Florida,
0,7.829309,20.652709,Wednesday,-0.812799,86.797415,Tennessee,subaru
0,5.847155,21.925035,Saturday,-0.140816,104.53339,,ford
0,1.370293,19.159479,Saturday,-0.026197,90.70353,California,toyota
0,3.210344,19.476353,Thur,-0.852143,,Wisconsin,
0,4.998617,22.408869,Monday,-0.722291,91.025937,South Carolina,ford
0,2.160842,20.399858,Sat,-0.842669,92.293709,Michigan,subaru
0,2.824979,19.976241,Friday,1.690316,,,ford
0,0.395124,19.713625,Tuesday,1.558389,100.131491,Kentucky,
0,4.452239,19.886705,Monday,2.559991,102.898429,Florida,nissan
0,5.639065,18.750114,Tue,-0.366145,103.571274,Michigan,buick
0,2.870153,19.195761,Wednesday,0.728635,105.152511,,ford
1,2.314129,17.728299,Friday,-1.237574,84.983558,New Jersey,
1,-0.96342,20.842545,Sunday,-1.103045,111.509926,New York,subaru
0,5.179439,20.941387,Mon,1.340218,97.867368,Kentucky,
0,1.736752,19.379759,Tue,0.256451,88.338898,Virginia,chevrolet
0,6.612487,20.85825,Wed,1.441246,97.59172,South Dakota,subaru
0,8.259625,21.218054,Tuesday,-1.241456,101.236192,,ford
0,4.169416,19.350261,Sat,-1.651514,97.250035,California,
0,1.598043,18.919853,Tue,0.050312,96.598263,Arizona,chevrolet
0,3.224566,18.625578,Monday,0.081053,90.670229,Kentucky,
0,2.769218,18.784444,Thur,-1.211987,120.173486,Missouri,ford
0,3.417413,19.942931,Mon,-0.52061,95.627683,Idaho,subaru
0,2.743271,21.222103,Monday,0.8614,106.900065,New Jersey,chevrolet
0,-0.474524,21.81432,Monday,0.367972,89.952337,Maryland,mercedes
0,3.824099,20.510588,Monday,-1.176351,116.775875,West Virginia,chevrolet
0,2.300012,21.124932,Sun,-0.302706,92.167781,California,ford
0,5.694608,19.431399,Wednesday,0.422352,92.476994,Arizona,
0,5.994036,21.600159,Sunday,,88.937044,,chevrolet
0,0.542131,19.712975,Saturday,0.065911,104.359784,Alaska,ford
0,6.162726,20.809614,Monday,-2.146639,112.426085,New York,
0,-0.313035,20.461105,Tue,-0.485906,81.681605,Rhode Island,
0,4.390524,20.364351,Saturday,1.137904,110.934894,Alaska,
0,0.595165,18.598549,Monday,-1.652388,112.521223,Tennessee,
0,5.427553,22.805417,Monday,-1.573597,96.42158,Pennsylvania,toyota
0,5.19611,15.675815,Wed,0.509682,79.316694,Massachusetts,
0,2.87536,23.033363,Sat,0.908109,,New York,toyota
0,4.842687,19.466598,Tuesday,-0.237201,119.736171,Florida,
0,3.358841,23.020941,Tuesday,-0.377017,110.283524,Massachusetts,chevrolet
0,1.701842,18.639907,Monday,1.819193,,Pennsylvania,subaru
0,0.305986,20.638959,Saturday,1.311223,97.553558,North Carolina,mercedes
0,4.421001,19.963361,Tuesday,-0.0419160000000001,,Montana,
1,5.10307,18.232859,Sunday,1.522843,98.089353,Nevada,ford
0,1.238001,19.788766,Friday,-0.414949,110.925365,Utah,buick
0,1.900885,20.824263,Wednesday,-1.537294,116.137802,Louisiana,toyota
0,5.6762,21.806836,Saturday,0.108397,98.285399,,ford
0,4.073413,18.718537,Tuesday,1.017026,116.830892,,
0,1.399626,18.791725,Sunday,-1.395861,115.491268,Ohio,mercedes
0,6.631365,18.816466,Friday,-1.661496,111.117455,,
1,4.208481,19.805223,Monday,1.076867,,South Carolina,mercedes
1,-0.544244,21.709088,Sunday,-0.574012,120.31158,,ford
1,1.964296,21.942374,Sun,1.382511,,Florida,chevrolet
0,3.79974,21.174017,Mon,-1.275595,94.293916,California,
1,2.688489,20.475037,Saturday,-1.103352,123.763415,Texas,nissan
0,4.924082,15.962974,Tuesday,1.807005,68.225208,Virginia,ford
0,0.98687,17.934577,Monday,-0.001583,89.264622,New York,subaru
0,5.166636,19.705726,Saturday,-0.811521,85.60641,,nissan
0,3.230136,20.234573,Wed,1.886924,,,
0,-0.251162,20.286993,Tuesday,1.464443,101.702536,Iowa,ford
0,3.684652,15.88057,Friday,-0.305167,,Utah,chevrolet
0,6.275985,20.831389,Wed,0.426386,80.426158,New Hampshire,toyota
0,2.492453,20.929674,Wednesday,2.702159,112.99425,North Dakota,subaru
0,4.074955,18.83221,Friday,-0.479635,94.639947,Connecticut,ford
0,6.504268,20.121237,Sun,0.763534,112.933608,New York,ford
0,5.267751,20.539631,Sunday,1.817811,96.614061,Kentucky,chevrolet
0,3.46925,19.002044,Saturday,0.182733,105.683221,Ohio,ford
0,2.233661,21.998714,Wednesday,-3.065737,,New Hampshire,chevrolet
0,2.138422,19.421194,Sunday,0.640327,93.749226,Oregon,chevrolet
1,2.840074,20.548285,Wednesday,-1.219448,95.736434,Idaho,
0,0.548889,17.701181,Monday,0.603703,86.557196,New York,mercedes
0,4.958788,23.255014,Wednesday,-0.609938,99.886587,Washington,
0,0.222425,20.683347,Monday,-1.730973,103.182886,Oklahoma,
0,8.153509,21.409764,Friday,-2.202877,82.734601,,chevrolet
0,5.046653,18.843703,Mon,,132.567277,Texas,nissan
1,1.97219,19.570635,Mon,-1.064832,130.730553,Florida,
0,-0.633641,19.467695,Wednesday,-0.576812,96.993898,Florida,
0,2.641724,18.846692,Tue,0.306009,119.477694,,
0,1.01959,18.463501,Sunday,-0.200901,,New Jersey,
0,0.701451,20.147948,Wed,-2.195088,94.654338,Nevada,ford
0,4.245153,24.859101,Saturday,,103.522556,Florida,chevrolet
1,4.135855,17.540217,Friday,,105.751391,Washington,
0,0.453038,23.325041,Sunday,-0.297278,89.418748,Missouri,nissan
0,0.530589,19.433012,Friday,0.706165,88.544979,,mercedes
0,5.561137,23.5279,Friday,-0.457583,112.344834,Indiana,subaru
0,2.193586,20.208402,Sat,-1.750562,,Washington,ford
0,5.774828,21.145199,Thursday,-1.756499,98.387353,Virginia,
1,6.847507,20.33173,Mon,-1.04825,94.570821,New York,chevrolet
0,4.362305,19.807317,Monday,-1.395874,91.673571,Nevada,chevrolet
0,3.581631,22.308363,Monday,1.108666,94.754795,South Carolina,ford
0,0.285271,20.149564,Sunday,0.934002,105.438534,Nevada,
0,4.920708,18.141128,Wednesday,-0.140289,107.246265,Kentucky,mercedes
0,6.554581,22.029381,Fri,0.567402,73.058481,California,ford
0,1.623375,21.376606,Tuesday,-0.91807,73.748991,,ford
1,3.362902,18.90361,Thursday,0.310335,100.922273,Oregon,
0,-0.349442,20.496496,Wednesday,-3.642265,,Michigan,chevrolet
0,-0.495967,21.047134,Mon,-0.120648,105.58105,California,toyota
0,2.262579,17.477616,Sun,-1.241079,104.54246,Alabama,chevrolet
1,2.85793,21.292652,Friday,,91.307767,New York,nissan
0,3.177491,17.343464,Sunday,0.931846,98.663724,Louisiana,subaru
0,1.397904,17.666461,Saturday,-1.66423,,Pennsylvania,mercedes
0,7.504842,20.477579,Friday,-0.174698,,,chevrolet
0,3.730719,18.789023,Sunday,-1.845439,108.019634,New York,buick
0,-0.367569,20.966933,Tuesday,0.769293,91.168482,California,ford
0,1.405037,20.154967,Thursday,1.427764,95.841712,Minnesota,subaru
1,7.218334,18.06345,Monday,1.385015,79.231235,Montana,ford
0,1.689916,24.343179,Tuesday,0.060368,111.665871,Colorado,
0,1.414691,19.98307,Sun,0.442698,77.971899,California,chevrolet
0,1.236004,23.599623,Thursday,-0.64224,105.215828,Texas,chevrolet
0,0.791558,19.090387,Saturday,0.70434,80.156565,,
0,1.71185,19.939822,Monday,0.530481,111.917586,Kentucky,
0,3.145107,19.162441,Sunday,-0.337515,,Wisconsin,
0,2.899842,19.218217,Friday,-0.828003,,Ohio,
0,2.741719,20.66544,Wednesday,-1.957301,99.311994,New York,nissan
0,0.423988,21.007001,Sat,3.745827,,,subaru
0,0.125707,18.610476,Mon,-1.336758,,Ohio,chevrolet
0,2.360249,18.971112,Tue,0.869519,119.481702,California,buick
0,5.083644,18.864905,Fri,0.850411,83.025112,,subaru
0,3.698921,20.821143,Sunday,-1.282071,120.669195,Washington,ford
1,1.538903,18.760927,Tuesday,0.644426,98.03665,,mercedes
0,9.089469,18.46522,Monday,-0.983317,78.305151,DC,
0,6.567134,21.742451,Tuesday,-0.232363,,Wisconsin,nissan
0,3.236347,18.683264,Saturday,-2.12826,101.555762,Washington,ford
0,5.787017,21.200499,Saturday,-1.843716,,,subaru
0,1.29406,23.060845,Wednesday,-0.633578,100.575941,Colorado,chevrolet
0,4.610587,18.880168,Wed,1.292796,83.987754,,
1,5.830896,18.753648,Friday,-0.62509,91.838532,South Carolina,chevrolet
1,0.281298,21.883868,Friday,0.964232,125.069062,Nevada,buick
0,2.900465,20.423505,Sunday,-0.592829,148.784484,New York,mercedes
0,1.472709,19.553274,Fri,1.523125,99.484957,Minnesota,ford
0,0.638648,22.093004,Thursday,0.316511,99.238382,Pennsylvania,toyota
1,-0.350521,20.02966,Thursday,-2.995286,114.456302,Georgia,chevrolet
0,1.815446,19.963659,Sat,1.333063,125.344924,Tennessee,mercedes
0,2.79143,17.388052,Wednesday,1.112777,102.150366,North Carolina,
0,5.768847,20.188368,Thursday,-0.861687,104.548794,California,mercedes
1,1.908706,17.260982,Thur,1.117815,103.192329,Maine,ford
0,-0.408215,21.051362,Monday,-0.560999,111.140011,Ohio,chevrolet
0,4.255884,21.248038,Tue,-1.518052,111.037181,Indiana,toyota
0,2.40635,18.894696,Wednesday,-0.663093,114.089606,Maine,ford
0,2.726926,19.991666,Wednesday,2.006105,94.706543,Georgia,
0,6.073713,17.159961,Thur,-0.057286,81.334139,Missouri,chevrolet
0,-0.116669,19.573287,Sat,-0.052198,111.421447,North Carolina,chevrolet
0,1.592344,17.59302,Monday,-1.800576,84.561109,Tennessee,subaru
0,3.852115,20.528176,Sunday,-1.002963,81.338367,Maryland,
0,-0.378017,20.991239,Monday,0.776648,109.349193,Michigan,
0,2.786055,22.033614,Monday,0.915879,87.102116,Pennsylvania,
0,2.195879,20.690064,Thursday,-1.309954,,California,
0,2.609737,19.674828,Saturday,0.596745,95.752431,California,ford
0,0.381018,19.827131,Monday,0.583487,,,mercedes
0,0.92194,19.468308,Friday,0.368208,91.040473,New York,subaru
0,1.750463,18.517024,Thursday,-0.36986,66.006662,,ford
0,1.069114,21.198848,Thursday,-0.876267,109.114214,Connecticut,ford
0,2.128923,21.977969,Saturday,1.610724,95.382725,Illinois,chevrolet
0,0.832419,21.545895,Thursday,2.185823,84.813159,Georgia,toyota
0,0.108036,18.291869,Fri,-0.113813,77.811293,,ford
0,-1.26048,18.383222,Tuesday,-1.20889,98.818495,Texas,chevrolet
0,3.341668,20.072454,Monday,1.771755,79.451045,Ohio,ford
0,2.870417,19.974068,Sat,0.120435,78.451374,,
0,1.416271,17.321252,Thursday,-0.0010919999999999,103.857265,Nebraska,ford
1,8.082375,22.097512,Fri,0.915312,102.849297,Oregon,ford
0,2.783425,22.064512,Friday,-1.891355,88.907305,West Virginia,ford
0,4.497786,20.155196,Wednesday,,,,
0,1.917698,20.462684,Mon,,95.358904,New Jersey,
1,2.376795,18.609908,Tuesday,0.609531,117.870174,California,ford
1,4.659667,21.459089,Tue,-1.078533,92.522308,Georgia,chevrolet
0,2.104139,20.020976,Saturday,2.422938,105.034486,Arkansas,ford
0,4.755313,21.800327,Friday,-1.450388,95.867876,,
0,3.762347,20.666162,Fri,1.647246,,,toyota
0,2.888339,20.769248,Sat,,106.012577,Arizona,ford
0,1.711646,21.891748,Fri,1.805443,111.588057,New Jersey,
0,1.146902,19.143507,Sat,2.725301,122.624177,New York,
0,2.71159,20.571689,Thursday,-1.976731,103.94723,New Jersey,mercedes
0,5.977831,19.297737,Monday,2.970258,80.321412,Massachusetts,toyota
0,0.866804,21.868324,Friday,-2.672891,96.539008,Oregon,ford
1,6.195861,22.076425,Wed,1.766744,83.320957,Texas,
0,4.722731,21.493381,Monday,-1.72633,96.324267,,ford
0,1.068595,22.652486,Wednesday,-3.070206,92.482891,Oregon,
0,2.220146,18.270606,Sat,0.619736,116.63219,California,chevrolet
0,-0.960093,23.414297,Wednesday,-2.215158,72.378434,Tennessee,subaru
0,0.970602,21.396762,Thursday,-1.653676,108.245867,Arkansas,ford
0,6.50757,18.53616,Monday,0.403061,72.94404,,chevrolet
0,0.90613,19.266856,Sat,0.010336,92.770396,West Virginia,
1,4.04742,21.078157,Friday,-1.045483,92.509139,Washington,mercedes
0,1.715259,23.653166,Wednesday,1.538666,105.067335,,ford
0,1.523791,20.662822,Sunday,1.002525,94.51352,,subaru
0,2.121631,21.770175,Tuesday,-1.120983,,Texas,buick
0,-0.43616,20.610636,Sunday,1.592931,70.609327,Texas,nissan
1,0.893705,18.006122,Thursday,-1.055436,84.075119,,
0,1.680889,18.886498,Sunday,-0.471719,112.745566,,subaru
0,3.459039,20.680906,Saturday,-3.458414,110.280791,Arizona,buick
0,1.406291,15.999617,Wednesday,0.203471,,Colorado,subaru
0,0.166389,19.619806,Wednesday,1.687244,107.345845,North Carolina,toyota
0,0.611247,21.05785,Monday,-1.238881,86.691344,Michigan,subaru
1,1.186826,22.985,Tuesday,-2.38748,105.214286,,chevrolet
0,-0.704477,20.950947,Wednesday,1.217927,98.775663,California,
1,2.064746,20.006741,Tuesday,0.558485,85.794918,California,subaru
0,0.226879,17.239016,Tuesday,0.0976349999999999,99.036139,,toyota
0,2.873781,17.573533,Thursday,3.963324,110.539543,Kentucky,buick
0,2.875546,19.830998,Monday,0.905729,81.91242,Louisiana,
1,5.523619,20.15246,Sunday,,97.525874,North Carolina,ford
0,1.478653,19.887869,Mon,-1.294491,112.821876,Colorado,nissan
0,3.294494,20.706078,Mon,-2.878981,114.820452,Texas,
0,2.804762,23.16715,Mon,-1.947181,67.789223,DC,
0,2.89495,21.961019,Thursday,-0.057252,112.433885,Tennessee,
0,2.315944,22.783849,Saturday,0.239067,100.670975,,
0,9.196569,19.94944,Sunday,2.221804,84.018688,,
0,1.370605,19.781537,Tuesday,1.383104,112.246215,New York,
0,4.739818,20.602299,Tuesday,0.061723,95.984725,Tennessee,
0,0.0601750000000001,22.305058,Wednesday,0.294831,96.282566,,ford
0,-0.615865,19.920552,Monday,2.295664,,Pennsylvania,mercedes
0,4.608742,20.670849,Monday,0.439227,83.002291,Mississippi,ford
0,3.529069,21.815804,Sat,-0.707885,111.938862,California,
0,3.508255,17.784731,Tuesday,-1.517859,110.101746,Kentucky,mercedes
0,5.188572,17.721174,Mon,0.468157,106.538931,Pennsylvania,ford
0,3.989196,19.293975,Friday,0.706046,95.223522,,ford
1,5.091506,22.604092,Fri,0.542677,94.437941,Texas,
0,7.114212,18.976672,Saturday,0.28966,110.036852,Connecticut,toyota
0,2.45122,20.207769,Sat,-0.183759,101.916178,Ohio,subaru
0,1.574181,22.927987,Monday,0.462836,,Georgia,mercedes
0,2.141502,18.696135,Wednesday,1.069331,116.647282,California,
0,-1.506638,19.254902,Mon,-1.557793,87.291701,Illinois,
0,3.498189,20.260758,Wed,1.168182,111.614289,Kentucky,subaru
0,5.363504,20.020055,Sat,1.546185,92.439387,Maine,ford
0,3.261073,20.510925,Thursday,1.285868,96.490045,Kentucky,mercedes
0,4.826494,20.13322,Friday,0.469285,,,toyota
0,2.085411,22.290081,Wednesday,-0.304793,102.803459,Texas,subaru
0,4.373973,19.969355,Thursday,-1.600424,120.875007,California,ford
0,7.966527,21.269224,Friday,1.016156,108.89178,Montana,
0,3.545064,17.228952,Tue,0.313188,78.883229,Montana,
0,2.208586,19.70638,Saturday,-2.003384,96.644409,California,nissan
1,3.942839,19.215876,Wednesday,-0.840822,88.436562,Washington,ford
1,5.69572,19.519298,Tuesday,-0.104213,94.709299,,toyota
0,1.011521,19.194506,Fri,-0.059607,,Texas,ford
0,6.574324,20.007514,Thursday,2.035541,101.546787,California,toyota
0,4.878333,19.367613,Thur,0.510284,94.397341,Michigan,toyota
1,3.890001,21.133962,Tue,0.379865,108.794549,Texas,
0,4.774583,20.47345,Sunday,1.80604,101.2159,,subaru
1,2.13246,16.2578,Sunday,-0.268336,116.483348,Wisconsin,mercedes
1,3.449562,19.597052,Sunday,1.64228,91.113121,,ford
0,2.415186,21.914418,Wednesday,-1.344983,,Georgia,
1,1.673056,19.437617,Sunday,1.653545,75.711768,New York,subaru
0,2.887864,21.095669,Sat,0.031656,97.965839,Idaho,
1,0.712315,21.433437,Sat,-2.738172,66.063669,Idaho,chevrolet
0,3.919195,18.677485,Wednesday,0.479584,93.740389,Missouri,
0,2.771596,20.767934,Friday,,,Illinois,toyota
0,3.384242,20.884698,Thursday,-1.698938,92.060223,Pennsylvania,toyota
0,-0.142074,20.257628,Fri,0.996391,93.871321,Illinois,ford
0,-0.656657,18.22019,Sunday,0.827784,98.815381,,nissan
0,4.527209,22.485034,Saturday,0.224924,103.127912,Maryland,buick
0,1.214952,19.063688,Friday,0.53512,79.646823,,ford
0,1.517923,21.395774,Sunday,-0.164989,118.484703,,subaru
0,4.244994,19.811576,Tuesday,-0.749291,,Missouri,chevrolet
0,-0.721948,21.082703,Tuesday,,87.17714,Alabama,ford
0,1.376157,17.94704,Wednesday,0.068868,108.785363,Arizona,chevrolet
0,2.447186,20.245393,Wednesday,0.956472,101.347537,West Virginia,
0,6.505949,17.548713,Thur,0.707942,,Illinois,nissan
0,6.003999,21.020537,Sunday,-1.866048,100.277993,New Mexico,nissan
0,2.088689,18.990772,Thursday,0.104357,114.808972,,toyota
0,1.411086,21.731985,Sat,-2.392317,96.929828,Pennsylvania,mercedes
0,3.19983,21.201658,Monday,0.0189649999999999,,Colorado,nissan
0,2.017703,20.63018,Fri,-2.50931,98.154661,Iowa,
0,3.24458,22.113823,Mon,-1.050528,91.828746,Pennsylvania,mercedes
0,0.307125,16.072201,Sun,1.267768,92.539642,New York,chevrolet
0,7.215666,20.050121,Wednesday,-1.364864,93.192214,,ford
0,1.080492,18.97911,Thursday,0.523279,61.197185,New York,chevrolet
0,-0.17873,19.397357,Sunday,-3.593236,109.195723,Texas,
1,7.134688,19.987026,Thur,-1.970632,116.73367,,nissan
0,0.249497,21.128629,Friday,0.938601,,,
1,4.221302,20.213426,Friday,-0.438741,98.119924,Alaska,mercedes
0,-0.640858,20.936125,Tuesday,1.323418,96.335944,Utah,ford
0,2.445126,19.421606,Mon,0.629221,89.502724,Texas,nissan
0,1.892354,19.7747,Monday,-0.344027,98.113205,Ohio,buick
0,4.209518,20.198874,Tue,0.320237,97.158939,,subaru
0,4.15319,18.693138,Monday,-0.167754,117.208417,Wisconsin,subaru
0,0.905021,21.160982,Wednesday,1.047811,98.212818,,
0,5.040587,18.799993,Friday,1.06589,92.484191,California,subaru
0,1.374111,16.941536,Sunday,,109.685282,,ford
0,2.197124,17.525001,Tuesday,1.715454,115.16134,,
0,3.161472,23.238492,Monday,-3.06423,82.486533,,toyota
0,1.285658,21.498843,Monday,-0.877089,107.98637,Ohio,ford
0,3.144696,18.946692,Sun,-0.485604,97.640468,Louisiana,ford
0,5.351103,19.761954,Saturday,0.747361,83.923401,California,nissan
0,2.00285,22.719663,Saturday,-0.190954,69.578787,Texas,subaru
0,2.853113,18.806812,Monday,-0.553603,109.686831,Tennessee,mercedes
0,6.281196,19.234485,Tuesday,,82.974891,,ford
0,2.09563,18.784955,Tue,-0.217962,,Massachusetts,subaru
0,4.859366,19.318422,Monday,-0.639347,99.57447,Indiana,ford
0,1.761625,17.623547,Saturday,1.660708,80.110054,,mercedes
0,2.627492,21.752604,Sat,-1.008614,108.282511,,
0,7.512891,20.219861,Fri,-2.021764,96.717155,California,mercedes
0,-0.919705,20.913715,Tuesday,2.127596,87.813552,Georgia,mercedes
0,0.887105,18.158956,Sat,0.692742,101.25586,California,ford
0,1.151286,18.420547,Saturday,,106.90348,Michigan,ford
1,4.006468,18.845431,Thursday,1.352805,,,mercedes
0,1.523418,19.818058,Wednesday,2.091623,105.917271,New York,
0,1.896931,21.082008,Thursday,-1.19089,94.369088,,
0,2.604777,23.796782,Wednesday,-1.394056,88.854199,Florida,mercedes
0,2.260359,21.253371,Saturday,1.255123,109.379639,,mercedes
0,5.768785,17.972081,Monday,1.58039,122.090822,North Carolina,
0,1.321241,20.790821,Mon,-2.5601,96.663228,California,subaru
0,1.322738,19.184153,Wednesday,1.648185,73.149385,Oklahoma,ford
0,3.539836,20.13246,Thursday,-0.677971,105.143957,,
0,1.174239,19.413392,Wed,-0.357383,115.643005,New Jersey,mercedes
0,1.774177,19.700388,Wednesday,-0.304795,82.085243,Minnesota,subaru
0,0.358696,18.992787,Sat,0.59662,102.997325,Vermont,buick
0,5.453033,21.870378,Tue,0.166055,105.920327,California,
0,1.481702,19.982266,Mon,,101.185889,Illinois,subaru
0,3.388765,19.18579,Sunday,1.820226,111.049514,Ohio,ford
0,4.043355,22.062424,Thursday,-0.669811,102.191543,California,subaru
0,6.95408,19.312452,Thursday,-2.171702,99.780204,Minnesota,nissan
0,2.864579,18.899594,Monday,,86.783771,Virginia,mercedes
0,6.8872,19.896914,Sunday,-0.12681,87.254117,Louisiana,subaru
0,4.350221,19.517663,Sunday,,93.607562,Tennessee,mercedes
1,2.912136,20.733817,Saturday,,118.39135,Arizona,subaru
0,0.83987,19.707723,Fri,1.525497,101.029185,Illinois,ford
0,1.977014,23.251314,Fri,0.203773,,,ford
1,3.729839,20.744907,Fri,-1.136426,,Texas,ford
0,2.370568,20.852738,Thursday,2.995187,132.198762,Mississippi,mercedes
0,0.021655,21.585392,Wednesday,-2.70174,103.900535,Tennessee,ford
0,2.686147,19.583846,Monday,,132.285303,Massachusetts,chevrolet
1,2.425076,17.904906,Wed,-0.941432,116.394937,South Dakota,toyota
0,3.002023,20.111626,Thursday,-0.345137,124.010374,,toyota
0,-0.344313,19.176083,Wed,1.146727,96.183356,,subaru
0,3.207886,21.358009,Wed,-1.905003,95.728355,Indiana,
0,2.275943,21.31333,Mon,-0.545729,90.561343,Pennsylvania,chevrolet
1,0.882644,15.670235,Sunday,2.36054,112.764906,,mercedes
0,2.02406,21.039221,Sunday,,95.920885,Florida,ford
0,4.29679,20.902635,Friday,-1.795076,,Washington,nissan
0,3.876806,20.384441,Tue,1.690147,,Oregon,ford
0,0.901212,17.864422,Wednesday,0.0892140000000001,106.590269,,subaru
0,3.057029,20.252642,Tue,-0.378671,65.832959,Florida,subaru
0,3.321684,20.057382,Tue,-1.319039,86.077935,,subaru
1,3.288492,18.702264,Wed,0.873275,119.375164,Washington,ford
0,4.41165,20.696238,Fri,-0.681498,89.556927,Virginia,
0,4.479706,19.204752,Wed,0.941063,95.107441,,ford
0,7.240833,19.461124,Sunday,0.63865,108.792619,New York,
1,4.979581,19.021388,Monday,0.231925,76.324836,Pennsylvania,chevrolet
0,1.082433,21.314425,Wednesday,0.517883,105.914607,California,mercedes
0,-0.878408,18.920934,Monday,-0.539898,96.515398,Illinois,mercedes
0,5.27173,23.9439,Wednesday,-1.194641,,Ohio,chevrolet
0,3.600219,19.216576,Sun,-0.355976,104.135805,Wisconsin,ford
0,3.620494,21.855754,Mon,0.908945,106.273947,Oklahoma,ford
0,1.976987,20.04689,Wednesday,0.543625,99.744774,Florida,subaru
0,3.483165,21.434547,Monday,0.450753,108.641813,Florida,
0,3.045279,20.842414,Sunday,-0.3925,86.884798,Alabama,chevrolet
0,1.065534,19.093074,Wednesday,1.542215,103.646583,Arkansas,nissan
1,3.616438,22.344545,Saturday,,87.216278,California,
0,-0.536817,21.816784,Saturday,1.316822,101.788779,North Carolina,toyota
0,1.94657,20.615446,Saturday,-0.517626,83.625962,Illinois,
0,2.724189,21.017879,Friday,-2.883332,110.013001,,chevrolet
0,0.442889,23.027689,Mon,-0.637032,104.750397,,toyota
0,2.25251,22.156956,Wednesday,1.15149,114.427705,Texas,nissan
0,4.03094,22.146949,Thursday,-3.281899,96.45206,Missouri,ford
0,1.474075,18.835056,Tuesday,,101.443457,California,toyota
0,7.106757,19.150281,Sat,1.479055,120.440258,Michigan,mercedes
0,5.504872,19.007118,Wednesday,-1.470187,,Arkansas,mercedes
0,2.004026,19.841276,Saturday,0.430243,74.085338,Florida,subaru
0,2.981442,18.65591,Sat,-0.978359,79.087415,Connecticut,subaru
0,2.759206,20.474756,Saturday,-0.660242,,,ford
0,2.003927,18.606113,Friday,1.791525,,New Jersey,
0,0.462491,21.459595,Wednesday,-1.400892,,Oregon,mercedes
0,4.047364,21.287227,Monday,1.711509,97.126597,New Jersey,
1,3.185974,20.234245,Wednesday,,112.804729,California,
0,9.285602,23.118173,Sun,0.442163,114.667472,Kansas,chevrolet
0,2.630848,19.7519,Wed,0.382325,90.582775,Pennsylvania,
0,1.625856,19.835141,Mon,2.295465,88.684068,Georgia,
0,1.815843,21.644371,Monday,0.083394,115.611488,Michigan,chevrolet
0,6.701827,18.811667,Mon,-1.559616,97.726851,,
1,3.181327,21.520621,Wed,-1.637631,93.195779,,ford
0,2.513223,20.058839,Monday,0.374518,78.167362,Colorado,chevrolet
0,5.150891,20.614859,Wednesday,-0.848326,110.550792,Arkansas,nissan
0,2.814275,19.475592,Friday,0.627755,,Texas,ford
0,3.98355,21.216792,Sunday,0.642415,,Pennsylvania,ford
0,-1.308395,18.419416,Fri,-1.013723,99.248059,South Dakota,nissan
0,2.797942,17.115955,Wednesday,-2.561347,127.511035,Washington,mercedes
